   100.00000000000000       0.27648892825968746        2.3613567387361370E-004
   150.00000000000000        5.7112307217161241E-002   6.1390627249057999E-005
   200.00000000000000        1.8026709910303709E-002   2.2424143030887038E-005
   250.00000000000000        7.2491222538708698E-003   1.0055377537829542E-005
   300.00000000000000        3.3910037621077147E-003   5.0866027243029971E-006
   350.00000000000000        1.7679157518058124E-003   2.8319967588918859E-006
   400.00000000000000        9.9610151913819781E-004   1.6951835947005821E-006
   450.00000000000000        5.9920496870867262E-004   1.0685049857224107E-006
   500.00000000000000        3.7718498407636610E-004   6.9547880924943664E-007
   550.00000000000000        2.4595356969179752E-004   4.7218175461164984E-007
