  13000      0.131816858272066E+05      0.218380853251855E-01
  12000      0.114793138116343E+05      0.187078683990663E-01
  11000      0.985441401111494E+04      0.157543087759836E-01
  10000      0.831371000642311E+04      0.130083642896553E-01
   9000      0.686440350906362E+04      0.104881564938397E-01
   8000      0.551475234984818E+04      0.817996179987081E-02
   7000      0.427496446028195E+04      0.614797641028610E-02
