   1000      0.180086247758211E-01      0.147068917312627E-04
   1100      0.112183168072174E-01      0.959313300879994E-05
   1200      0.721015780513510E-02      0.638654479841535E-05
   1300      0.476695332510840E-02      0.433145986561187E-05
   1400      0.322331037686007E-02      0.308200272252732E-05
   1500      0.221888859963124E-02      0.217790332352153E-05

