13000	 15361.60020 1.25673	    
12000	 13577.29848 1.11016	    
11000	 11844.23314 0.96775	    
10000	 10168.81419 0.83095	    
9000	 8558.892193 0.700301	    
8000	 7024.140786 0.574264	    
7000	 5575.860010 0.455535	    
