13000	 8388.8498 1.4946	    
12000	 7367.4046 1.2199	    
11000	 6382.1221 1.0607	    
10000	 5437.0808 0.9022	    
9000	 4536.66242 0.75705	    
8000	 3686.52477 0.60611	    
7000	 2893.12096 0.47080	    


