13000	 -722.08115 0.38152	    
12000	 -611.350499 0.383417	    
11000	 -507.334917 0.270258	    
10000	 -412.449759 0.182165	    
9000	 -325.703899 0.164263	    
8000	 -248.443922 0.151356	    
7000	 -180.676008 0.095672	    

