  13000      0.172623905271978E+05      0.970375677649238E-01
  12000      0.151598929429189E+05      0.938436456892677E-01
  11000      0.131351046230959E+05      0.626384240715371E-01
  10000      0.111960254217608E+05      0.106236416189363E+00
   9000      0.935044950166511E+04      0.659499449954665E-01
   8000      0.761021180188840E+04      0.503430956011738E-01
   7000      0.598764610493047E+04      0.319862299460868E-01
